congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
116,Senate,29935,14,0.0,PA,200,,,"TOOMEY, Patrick Joseph",T000461,1961,,0.624,-0.378,-63.42411,0.90579,641,28,,0.707,-0.107
116,Senate,40703,14,0.0,PA,100,,,"CASEY, Robert (Bob), Jr.",C001070,1960,,-0.314,0.176,-100.36481,0.8605,668,48,,-0.339,0.197
116,Senate,29142,5,0.0,RI,100,,,"REED, John F. (Jack)",R000122,1949,,-0.367,-0.174,-120.17077,0.83491,666,62,,-0.313,-0.076
116,Senate,40704,5,0.0,RI,100,,,"WHITEHOUSE, Sheldon",W000802,1955,,-0.354,-0.085,-128.06597,0.81174,614,52,,-0.291,0.019
116,Senate,21173,48,0.0,SC,200,,,"SCOTT, Tim",S001184,1965,,0.629,-0.018,-41.62178,0.93906,662,19,,0.557,0.093
116,Senate,29566,48,0.0,SC,200,,,"GRAHAM, Lindsey O.",G000359,1955,,0.375,-0.251,-30.27863,0.95365,638,12,,0.325,-0.006
116,Senate,29754,37,0.0,SD,200,,,"THUNE, John",T000250,1961,,0.429,0.201,-25.52563,0.9624,666,8,,0.394,0.28
116,Senate,41505,37,0.0,SD,200,,,"ROUNDS, Marion Michael (Mike)",R000605,1954,,0.374,0.043,-45.74236,0.92429,581,19,,0.437,0.388
116,Senate,20351,54,0.0,TN,200,,,"BLACKBURN, Marsha",B001243,1952,,0.626,0.148,-43.79779,0.93542,656,19,,0.695,0.164
116,Senate,40304,54,0.0,TN,200,,,"ALEXANDER, Lamar",A000360,1940,,0.324,-0.176,-28.71808,0.94821,540,9,,0.322,-0.086
116,Senate,40305,49,0.0,TX,200,,,"CORNYN, John",C001056,1952,,0.473,-0.084,-38.23812,0.94379,661,16,,0.44,0.093
116,Senate,41304,49,0.0,TX,200,,,"CRUZ, Rafael Edward (Ted)",C001098,1970,,0.818,-0.227,-49.88118,0.92388,630,25,,0.908,-0.418
116,Senate,41110,67,0.0,UT,200,,,"LEE, Mike",L000577,1971,,0.891,-0.454,-118.712,0.83493,658,71,,0.91,-0.414
116,Senate,41902,67,0.0,UT,200,,,"ROMNEY, Willard Mitt (Mitt)",R000615,1947,,0.292,0.291,-101.84364,0.85761,663,44,,0.39,0.705
116,Senate,14307,6,0.0,VT,100,,,"LEAHY, Patrick Joseph",L000174,1940,,-0.36,-0.121,-117.4496,0.83399,647,67,,-0.279,-0.04
116,Senate,29147,6,0.0,VT,328,,,"SANDERS, Bernard",S000033,1941,,-0.538,-0.39,-40.0861,0.87334,296,20,,-0.775,-0.467
116,Senate,40909,40,0.0,VA,100,,,"WARNER, Mark",W000805,1954,,-0.204,-0.046,-76.34291,0.88934,651,27,,-0.222,-0.019
116,Senate,41305,40,0.0,VA,100,,,"KAINE, Timothy Michael (Tim)",K000384,1958,,-0.244,-0.059,-85.13005,0.87795,654,33,,-0.255,0.005
116,Senate,39310,73,0.0,WA,100,,,"CANTWELL, Maria E.",C000127,1958,,-0.305,-0.413,-107.55869,0.84962,660,43,,-0.36,-0.36
116,Senate,49308,73,0.0,WA,100,,,"MURRAY, Patty",M001111,1950,,-0.352,-0.307,-86.93251,0.87111,630,36,,-0.4,-0.275
116,Senate,20146,56,0.0,WV,200,,,"CAPITO, Shelley Moore",C001047,1953,,0.276,0.104,-25.09321,0.96101,631,4,,0.326,0.177
116,Senate,40915,56,0.0,WV,100,,,"MANCHIN, Joe, III",M001183,1947,,-0.06,0.417,-70.67489,0.89772,655,19,,-0.052,0.388
116,Senate,29940,25,0.0,WI,100,,,"BALDWIN, Tammy",B001230,1962,,-0.493,-0.136,-132.28905,0.81985,666,65,,-0.396,-0.001
116,Senate,41111,25,0.0,WI,200,,,"JOHNSON, Ron",J000293,1955,,0.626,-0.16,-45.72966,0.93135,643,25,,0.61,0.017
116,Senate,40707,68,0.0,WY,200,,,"BARRASSO, John A.",B001261,1952,,0.536,0.216,-30.88484,0.95482,668,16,,0.602,0.323
116,Senate,49706,68,0.0,WY,200,,,"ENZI, Michael B.",E000285,1944,2021.0,0.545,0.199,-42.601,0.93551,639,16,,0.587,0.414
